Id;name;Poder;Valor;Total_Poder
98;Black Cat;Agility;0,5;8
98;Black Cat;Super_Strength;0,5;8
98;Black Cat;Stamina;0,5;8
98;Black Cat;Super_Speed;0,5;8
98;Black Cat;Reflexes;0,5;8
98;Black Cat;Probability_Manipulation;5,0;8
98;Black Cat;Vision_Infrared;0,5;8
99;Black Flash;Agility;0,5;60
99;Black Flash;Stealth;1,0;60
99;Black Flash;Flight;0,5;60
99;Black Flash;Super_Strength;0,5;60
99;Black Flash;Stamina;0,5;60
99;Black Flash;Super_Speed;0,5;60
99;Black Flash;Death_Touch;10,0;60
99;Black Flash;Enhanced_Senses;0,5;60
99;Black Flash;Dimensional_Travel;5,0;60
99;Black Flash;Immortality;25,0;60
99;Black Flash;Intangibility;0,5;60
99;Black Flash;Natural_Weapons;0,5;60
99;Black Flash;Time_Manipulation;15,0;60
101;Black Knight III;Weapon_based_Powers;0,5;0,5
102;Black Lightning;Energy_Absorption;2,5;9
102;Black Lightning;Flight;0,5;9
102;Black Lightning;Energy_Blasts;0,5;9
102;Black Lightning;Electrokinesis;0,5;9
102;Black Lightning;Peak_Human_Condition;3,0;9
102;Black Lightning;Force_Fields;1,5;9
102;Black Lightning;Energy_Manipulation;0,5;9
103;Black Mamba;Darkforce_Manipulation;20,0;21
103;Black Mamba;Hypnokinesis;0,5;21
103;Black Mamba;Illusions;0,5;21
104;Black Manta;Agility;0,5;25
104;Black Manta;Cold_Resistance;2,0;25
104;Black Manta;Durability;0,5;25
104;Black Manta;Stealth;1,0;25
104;Black Manta;Underwater_breathing;1,0;25
104;Black Manta;Marksmanship;0,5;25
104;Black Manta;Weapons_Master;2,5;25
104;Black Manta;Super_Strength;0,5;25
104;Black Manta;Energy_Blasts;0,5;25
104;Black Manta;Stamina;0,5;25
104;Black Manta;Super_Speed;0,5;25
104;Black Manta;Jump;0,5;25
104;Black Manta;Peak_Human_Condition;3,0;25
104;Black Manta;Camouflage;0,5;25
104;Black Manta;Power_Suit;5,0;25
104;Black Manta;Vision_Telescopic;0,5;25
104;Black Manta;Sub_Mariner;5,0;25
104;Black Manta;Vision_Infrared;0,5;25
105;Black Panther;Agility;0,5;16
105;Black Panther;Stealth;1,0;16
105;Black Panther;Marksmanship;0,5;16
105;Black Panther;Weapons_Master;2,5;16
105;Black Panther;Stamina;0,5;16
105;Black Panther;Enhanced_Senses;0,5;16
105;Black Panther;Peak_Human_Condition;3,0;16
105;Black Panther;Enhanced_Memory;5,0;16
105;Black Panther;Reflexes;0,5;16
105;Black Panther;Enhanced_Hearing;0,5;16
105;Black Panther;Enhanced_Smell;0,5;16
105;Black Panther;Vision_Telescopic;0,5;16
105;Black Panther;Vision_Night;0,5;16
106;Black Widow;Agility;0,5;10
106;Black Widow;Stealth;1,0;10
106;Black Widow;Marksmanship;0,5;10
106;Black Widow;Weapons_Master;2,5;10
106;Black Widow;Longevity;1,0;10
106;Black Widow;Intelligence;0,5;10
106;Black Widow;Stamina;0,5;10
106;Black Widow;Peak_Human_Condition;3,0;10
106;Black Widow;Reflexes;0,5;10
108;Blackout;Agility;0,5;9,5
108;Blackout;Accelerated_Healing;5,0;9,5
108;Blackout;Durability;0,5;9,5
108;Blackout;Super_Strength;0,5;9,5
108;Blackout;Stamina;0,5;9,5
108;Blackout;Super_Speed;0,5;9,5
108;Blackout;Camouflage;0,5;9,5
108;Blackout;Reflexes;0,5;9,5
108;Blackout;Vision_Telescopic;0,5;9,5
108;Blackout;Vision_Night;0,5;9,5
109;Blackwing;Flight;0,5;5,5
109;Blackwing;Telepathy;5,0;5,5
110;Blackwulf;Durability;0,5;11,5
110;Blackwulf;Super_Strength;0,5;11,5
110;Blackwulf;Energy_Blasts;0,5;11,5
110;Blackwulf;Death_Touch;10,0;11,5
111;Blade;Agility;0,5;12
111;Blade;Accelerated_Healing;5,0;12
111;Blade;Weapons_Master;2,5;12
111;Blade;Super_Strength;0,5;12
111;Blade;Stamina;0,5;12
111;Blade;Super_Speed;0,5;12
111;Blade;Enhanced_Senses;0,5;12
111;Blade;Enhanced_Hearing;0,5;12
111;Blade;Enhanced_Smell;0,5;12
111;Blade;Vision_Telescopic;0,5;12
111;Blade;Vision_Night;0,5;12
113;Bling!;Durability;0,5;1,5
113;Bling!;Natural_Armor;0,5;1,5
113;Bling!;Natural_Weapons;0,5;1,5
114;Blink;Teleportation;12,5;12,5
116;Blizzard;Cryokinesis;0,5;1
116;Blizzard;Weapon_based_Powers;0,5;1
117;Blizzard II;Cryokinesis;0,5;0,5
118;Blob;Durability;0,5;2,5
118;Blob;Super_Strength;0,5;2,5
118;Blob;Gravity_Control;1,5;2,5
119;Bloodaxe;Agility;0,5;32
119;Bloodaxe;Durability;0,5;32
119;Bloodaxe;Super_Strength;0,5;32
119;Bloodaxe;Cryokinesis;0,5;32
119;Bloodaxe;Energy_Blasts;0,5;32
119;Bloodaxe;Stamina;0,5;32
119;Bloodaxe;Super_Speed;0,5;32
119;Bloodaxe;Weapon_based_Powers;0,5;32
119;Bloodaxe;Teleportation;12,5;32
119;Bloodaxe;Fire_Control;2,5;32
119;Bloodaxe;Reflexes;0,5;32
119;Bloodaxe;Invulnerability;5,0;32
119;Bloodaxe;Magnetism;7,5;32
120;Bloodhawk;Flight;0,5;23,5
120;Bloodhawk;Enhanced_Senses;0,5;23,5
120;Bloodhawk;Shapeshifting;5,0;23,5
120;Bloodhawk;Regeneration;12,5;23,5
120;Bloodhawk;Natural_Weapons;0,5;23,5
120;Bloodhawk;Radiation_Immunity;2,0;23,5
120;Bloodhawk;Toxin_and_Disease_Resistance;2,5;23,5
121;Bloodwraith;Energy_Absorption;2,5;32,5
121;Bloodwraith;Weapons_Master;2,5;32,5
121;Bloodwraith;Super_Strength;0,5;32,5
121;Bloodwraith;Energy_Blasts;0,5;32,5
121;Bloodwraith;Weapon_based_Powers;0,5;32,5
121;Bloodwraith;Teleportation;12,5;32,5
121;Bloodwraith;Telekinesis;1,0;32,5
121;Bloodwraith;Magic;7,5;32,5
121;Bloodwraith;Invulnerability;5,0;32,5
123;Blue Beetle;Flight;0,5;1,5
123;Blue Beetle;Super_Strength;0,5;1,5
123;Blue Beetle;Energy_Blasts;0,5;1,5
124;Blue Beetle II;Intelligence;0,5;0,5
125;Blue Beetle III;Agility;0,5;19,5
125;Blue Beetle III;Accelerated_Healing;5,0;19,5
125;Blue Beetle III;Cold_Resistance;2,0;19,5
125;Blue Beetle III;Flight;0,5;19,5
125;Blue Beetle III;Super_Strength;0,5;19,5
125;Blue Beetle III;Energy_Blasts;0,5;19,5
125;Blue Beetle III;Force_Fields;1,5;19,5
125;Blue Beetle III;Technopath_Cyberpath;1,0;19,5
125;Blue Beetle III;Power_Suit;5,0;19,5
125;Blue Beetle III;Energy_Manipulation;0,5;19,5
125;Blue Beetle III;Heat_Resistance;2,0;19,5
125;Blue Beetle III;Symbiote_Costume;0,5;19,5
129;Boom-Boom;Agility;0,5;5
129;Boom-Boom;Energy_Absorption;2,5;5
129;Boom-Boom;Energy_Blasts;0,5;5
129;Boom-Boom;Energy_Beams;0,5;5
129;Boom-Boom;Psionic_Powers;0,5;5
129;Boom-Boom;Energy_Manipulation;0,5;5
131;Booster Gold;Agility;0,5;56
131;Booster Gold;Durability;0,5;56
131;Booster Gold;Flight;0,5;56
131;Booster Gold;Weapons_Master;2,5;56
131;Booster Gold;Longevity;1,0;56
131;Booster Gold;Intelligence;0,5;56
131;Booster Gold;Super_Strength;0,5;56
131;Booster Gold;Energy_Blasts;0,5;56
131;Booster Gold;Enhanced_Senses;0,5;56
131;Booster Gold;Invulnerability;5,0;56
131;Booster Gold;Force_Fields;1,5;56
131;Booster Gold;Precognition;1,0;56
131;Booster Gold;Enhanced_Hearing;0,5;56
131;Booster Gold;Power_Suit;5,0;56
131;Booster Gold;Time_Travel;20,0;56
131;Booster Gold;Time_Manipulation;15,0;56
131;Booster Gold;Vision_Infrared;0,5;56
131;Booster Gold;Vision_X_Ray;0,5;56
134;Box IV;Telekinesis;1,0;1
135;Brainiac;Durability;0,5;12
135;Brainiac;Flight;0,5;12
135;Brainiac;Longevity;1,0;12
135;Brainiac;Intelligence;0,5;12
135;Brainiac;Super_Strength;0,5;12
135;Brainiac;Telepathy;5,0;12
135;Brainiac;Super_Speed;0,5;12
135;Brainiac;Telekinesis;1,0;12
135;Brainiac;Force_Fields;1,5;12
135;Brainiac;Self_Sustenance;0,5;12
135;Brainiac;Omnilingualism;0,5;12
136;Brainiac 5;Intelligence;0,5;2,5
136;Brainiac 5;Energy_Beams;0,5;2,5
136;Brainiac 5;Force_Fields;1,5;2,5
137;Brother Voodoo;Magic;7,5;7,5
140;Bullseye;Durability;0,5;3,5
140;Bullseye;Marksmanship;0,5;3,5
140;Bullseye;Weapons_Master;2,5;3,5
141;Bumblebee;Stealth;1,0;10,5
141;Bumblebee;Flight;0,5;10,5
141;Bumblebee;Intelligence;0,5;10,5
141;Bumblebee;Super_Strength;0,5;10,5
141;Bumblebee;Energy_Blasts;0,5;10,5
141;Bumblebee;Size_Changing;1,0;10,5
141;Bumblebee;Stamina;0,5;10,5
141;Bumblebee;Electrokinesis;0,5;10,5
141;Bumblebee;Enhanced_Sight;0,5;10,5
141;Bumblebee;Power_Suit;5,0;10,5
142;Bumbleboy;Flight;0,5;5,5
142;Bumbleboy;Telepathy;5,0;5,5
143;Bushido;Agility;0,5;3
143;Bushido;Weapons_Master;2,5;3
144;Cable;Agility;0,5;82,5
144;Cable;Accelerated_Healing;5,0;82,5
144;Cable;Durability;0,5;82,5
144;Cable;Stealth;1,0;82,5
144;Cable;Flight;0,5;82,5
144;Cable;Marksmanship;0,5;82,5
144;Cable;Weapons_Master;2,5;82,5
144;Cable;Intelligence;0,5;82,5
144;Cable;Super_Strength;0,5;82,5
144;Cable;Telepathy;5,0;82,5
144;Cable;Energy_Blasts;0,5;82,5
144;Cable;Stamina;0,5;82,5
144;Cable;Dexterity;0,5;82,5
144;Cable;Super_Speed;0,5;82,5
144;Cable;Teleportation;12,5;82,5
144;Cable;Telekinesis;1,0;82,5
144;Cable;Astral_Projection;1,5;82,5
144;Cable;Force_Fields;1,5;82,5
144;Cable;Psionic_Powers;0,5;82,5
144;Cable;Technopath_Cyberpath;1,0;82,5
144;Cable;Precognition;1,0;82,5
144;Cable;Mind_Control;7,5;82,5
144;Cable;Molecular_Manipulation;7,5;82,5
144;Cable;Mind_Blast;1,5;82,5
144;Cable;Time_Travel;20,0;82,5
144;Cable;Illusions;0,5;82,5
144;Cable;Cloaking;2,0;82,5
144;Cable;Telepathy_Resistance;0,5;82,5
144;Cable;Mind_Control_Resistance;5,0;82,5
144;Cable;Vision_Thermal;0,5;82,5
145;Callisto;Agility;0,5;8
145;Callisto;Accelerated_Healing;5,0;8
145;Callisto;Super_Strength;0,5;8
145;Callisto;Enhanced_Senses;0,5;8
145;Callisto;Reflexes;0,5;8
145;Callisto;Wallcrawling;0,5;8
145;Callisto;Vision_Night;0,5;8
147;Cannonball;Energy_Absorption;2,5;29
147;Cannonball;Flight;0,5;29
147;Cannonball;Energy_Armor;0,5;29
147;Cannonball;Super_Speed;0,5;29
147;Cannonball;Immortality;25,0;29
148;Captain America;Agility;0,5;10,5
148;Captain America;Durability;0,5;10,5
148;Captain America;Stealth;1,0;10,5
148;Captain America;Marksmanship;0,5;10,5
148;Captain America;Weapons_Master;2,5;10,5
148;Captain America;Longevity;1,0;10,5
148;Captain America;Stamina;0,5;10,5
148;Captain America;Weapon_based_Powers;0,5;10,5
148;Captain America;Peak_Human_Condition;3,0;10,5
148;Captain America;Reflexes;0,5;10,5
149;Captain Atom;Agility;0,5;102
149;Captain Atom;Accelerated_Healing;5,0;102
149;Captain Atom;Energy_Absorption;2,5;102
149;Captain Atom;Flight;0,5;102
149;Captain Atom;Weapons_Master;2,5;102
149;Captain Atom;Super_Strength;0,5;102
149;Captain Atom;Energy_Blasts;0,5;102
149;Captain Atom;Super_Speed;0,5;102
149;Captain Atom;Enhanced_Senses;0,5;102
149;Captain Atom;Immortality;25,0;102
149;Captain Atom;Phasing;0,5;102
149;Captain Atom;Invulnerability;5,0;102
149;Captain Atom;Force_Fields;1,5;102
149;Captain Atom;Self_Sustenance;0,5;102
149;Captain Atom;Radiation_Control;0,5;102
149;Captain Atom;Technopath_Cyberpath;1,0;102
149;Captain Atom;Natural_Armor;0,5;102
149;Captain Atom;Enhanced_Sight;0,5;102
149;Captain Atom;Molecular_Manipulation;7,5;102
149;Captain Atom;Heat_Generation;0,5;102
149;Captain Atom;Energy_Manipulation;0,5;102
149;Captain Atom;Time_Travel;20,0;102
149;Captain Atom;Radiation_Immunity;2,0;102
149;Captain Atom;Energy_Resistance;0,5;102
149;Captain Atom;Time_Manipulation;15,0;102
149;Captain Atom;Invisibility;7,5;102
149;Captain Atom;Radiation_Absorption;0,5;102
150;Captain Britain;Agility;0,5;6,5
150;Captain Britain;Durability;0,5;6,5
150;Captain Britain;Stealth;1,0;6,5
150;Captain Britain;Flight;0,5;6,5
150;Captain Britain;Super_Strength;0,5;6,5
150;Captain Britain;Stamina;0,5;6,5
150;Captain Britain;Super_Speed;0,5;6,5
150;Captain Britain;Enhanced_Senses;0,5;6,5
150;Captain Britain;Reflexes;0,5;6,5
150;Captain Britain;Force_Fields;1,5;6,5
151;Captain Cold;Cryokinesis;0,5;1
151;Captain Cold;Weapon_based_Powers;0,5;1
155;Captain Marvel;Agility;0,5;88
155;Captain Marvel;Accelerated_Healing;5,0;88
155;Captain Marvel;Cold_Resistance;2,0;88
155;Captain Marvel;Durability;0,5;88
155;Captain Marvel;Energy_Absorption;2,5;88
155;Captain Marvel;Flight;0,5;88
155;Captain Marvel;Danger_Sense;2,5;88
155;Captain Marvel;Marksmanship;0,5;88
155;Captain Marvel;Longevity;1,0;88
155;Captain Marvel;Intelligence;0,5;88
155;Captain Marvel;Super_Strength;0,5;88
155;Captain Marvel;Energy_Blasts;0,5;88
155;Captain Marvel;Stamina;0,5;88
155;Captain Marvel;Super_Speed;0,5;88
155;Captain Marvel;Teleportation;12,5;88
155;Captain Marvel;Magic;7,5;88
155;Captain Marvel;Clairvoyance;1,0;88
155;Captain Marvel;Immortality;25,0;88
155;Captain Marvel;Enhanced_Memory;5,0;88
155;Captain Marvel;Reflexes;0,5;88
155;Captain Marvel;Invulnerability;5,0;88
155;Captain Marvel;Energy_Constructs;2,5;88
155;Captain Marvel;Self_Sustenance;0,5;88
155;Captain Marvel;Precognition;1,0;88
155;Captain Marvel;Enhanced_Hearing;0,5;88
155;Captain Marvel;Hypnokinesis;0,5;88
155;Captain Marvel;Levitation;0,5;88
155;Captain Marvel;Energy_Manipulation;0,5;88
155;Captain Marvel;Heat_Resistance;2,0;88
155;Captain Marvel;Toxin_and_Disease_Resistance;2,5;88
155;Captain Marvel;Omnilingualism;0,5;88
155;Captain Marvel;Magic_Resistance;2,5;88
155;Captain Marvel;Super_Breath;0,5;88
156;Shazam;Agility;0,5;88
156;Shazam;Accelerated_Healing;5,0;88
156;Shazam;Cold_Resistance;2,0;88
156;Shazam;Durability;0,5;88
156;Shazam;Energy_Absorption;2,5;88
156;Shazam;Flight;0,5;88
156;Shazam;Danger_Sense;2,5;88
156;Shazam;Marksmanship;0,5;88
156;Shazam;Longevity;1,0;88
156;Shazam;Intelligence;0,5;88
156;Shazam;Super_Strength;0,5;88
156;Shazam;Energy_Blasts;0,5;88
156;Shazam;Stamina;0,5;88
156;Shazam;Super_Speed;0,5;88
156;Shazam;Teleportation;12,5;88
156;Shazam;Magic;7,5;88
156;Shazam;Clairvoyance;1,0;88
156;Shazam;Immortality;25,0;88
156;Shazam;Enhanced_Memory;5,0;88
156;Shazam;Reflexes;0,5;88
156;Shazam;Invulnerability;5,0;88
156;Shazam;Energy_Constructs;2,5;88
156;Shazam;Self_Sustenance;0,5;88
156;Shazam;Precognition;1,0;88
156;Shazam;Enhanced_Hearing;0,5;88
156;Shazam;Hypnokinesis;0,5;88
156;Shazam;Levitation;0,5;88
156;Shazam;Energy_Manipulation;0,5;88
156;Shazam;Heat_Resistance;2,0;88
156;Shazam;Toxin_and_Disease_Resistance;2,5;88
156;Shazam;Omnilingualism;0,5;88
156;Shazam;Magic_Resistance;2,5;88
156;Shazam;Super_Breath;0,5;88
157;Shazam II;Intelligence;0,5;8
157;Shazam II;Super_Strength;0,5;8
157;Shazam II;Clairvoyance;1,0;8
157;Shazam II;Invulnerability;5,0;8
157;Shazam II;Hypnokinesis;0,5;8
157;Shazam II;Omnilingualism;0,5;8
159;Captain Planet;Flight;0,5;74,5
159;Captain Planet;Super_Strength;0,5;74,5
159;Captain Planet;Cryokinesis;0,5;74,5
159;Captain Planet;Telepathy;5,0;74,5
159;Captain Planet;Energy_Blasts;0,5;74,5
159;Captain Planet;Stamina;0,5;74,5
159;Captain Planet;Super_Speed;0,5;74,5
159;Captain Planet;Electrokinesis;0,5;74,5
159;Captain Planet;Enhanced_Senses;0,5;74,5
159;Captain Planet;Telekinesis;1,0;74,5
159;Captain Planet;Shapeshifting;5,0;74,5
159;Captain Planet;Immortality;25,0;74,5
159;Captain Planet;Element_Control;0,5;74,5
159;Captain Planet;Fire_Control;2,5;74,5
159;Captain Planet;Invulnerability;5,0;74,5
159;Captain Planet;Empathy;0,5;74,5
159;Captain Planet;Elemental_Transmogrification;10,0;74,5
159;Captain Planet;Enhanced_Hearing;0,5;74,5
159;Captain Planet;Enhanced_Sight;0,5;74,5
159;Captain Planet;Molecular_Manipulation;7,5;74,5
159;Captain Planet;Enhanced_Smell;0,5;74,5
159;Captain Planet;Water_Control;0,5;74,5
159;Captain Planet;Plant_Control;0,5;74,5
159;Captain Planet;Sub_Mariner;5,0;74,5
159;Captain Planet;Super_Breath;0,5;74,5
159;Captain Planet;Terrakinesis;0,5;74,5
160;Captain Universe;Cold_Resistance;2,0;14
160;Captain Universe;Flight;0,5;14
160;Captain Universe;Power_Augmentation;0,5;14
160;Captain Universe;Energy_Blasts;0,5;14
160;Captain Universe;Enhanced_Senses;0,5;14
160;Captain Universe;Molecular_Manipulation;7,5;14
160;Captain Universe;Energy_Manipulation;0,5;14
160;Captain Universe;Heat_Resistance;2,0;14
161;Carnage;Agility;0,5;21
161;Carnage;Accelerated_Healing;5,0;21
161;Carnage;Durability;0,5;21
161;Carnage;Danger_Sense;2,5;21
161;Carnage;Super_Strength;0,5;21
161;Carnage;Stamina;0,5;21
161;Carnage;Super_Speed;0,5;21
161;Carnage;Weapon_based_Powers;0,5;21
161;Carnage;Jump;0,5;21
161;Carnage;Shapeshifting;5,0;21
161;Carnage;Camouflage;0,5;21
161;Carnage;Reflexes;0,5;21
161;Carnage;Natural_Weapons;0,5;21
161;Carnage;Wallcrawling;0,5;21
161;Carnage;Web_Creation;2,5;21
161;Carnage;Symbiote_Costume;0,5;21
162;Cat;Agility;0,5;2,5
162;Cat;Super_Strength;0,5;2,5
162;Cat;Stamina;0,5;2,5
162;Cat;Enhanced_Senses;0,5;2,5
162;Cat;Jump;0,5;2,5
164;Catwoman;Agility;0,5;7
164;Catwoman;Stealth;1,0;7
164;Catwoman;Marksmanship;0,5;7
164;Catwoman;Animal_Attributes;0,5;7
164;Catwoman;Stamina;0,5;7
164;Catwoman;Dexterity;0,5;7
164;Catwoman;Peak_Human_Condition;3,0;7
164;Catwoman;Empathy;0,5;7
166;Century;Teleportation;12,5;30
166;Century;Dimensional_Travel;5,0;30
166;Century;Regeneration;12,5;30
167;Cerebra;Power_Sense;2,5;2,5
168;Chamber;Telepathy;5,0;7,5
168;Chamber;Energy_Beams;0,5;7,5
168;Chamber;Psionic_Powers;0,5;7,5
168;Chamber;Mind_Blast;1,5;7,5
169;Chameleon;Shapeshifting;5,0;5
170;Changeling;Telepathy;5,0;11
170;Changeling;Telekinesis;1,0;11
170;Changeling;Shapeshifting;5,0;11
171;Cheetah;Agility;0,5;3
171;Cheetah;Stealth;1,0;3
171;Cheetah;Stamina;0,5;3
171;Cheetah;Animal_Oriented_Powers;0,5;3
171;Cheetah;Reflexes;0,5;3
172;Cheetah II;Agility;0,5;3
172;Cheetah II;Super_Strength;0,5;3
172;Cheetah II;Stamina;0,5;3
172;Cheetah II;Super_Speed;0,5;3
172;Cheetah II;Animal_Oriented_Powers;0,5;3
172;Cheetah II;Reflexes;0,5;3
173;Cheetah III;Agility;0,5;16
173;Cheetah III;Durability;0,5;16
173;Cheetah III;Stealth;1,0;16
173;Cheetah III;Animal_Attributes;0,5;16
173;Cheetah III;Intelligence;0,5;16
173;Cheetah III;Super_Strength;0,5;16
173;Cheetah III;Stamina;0,5;16
173;Cheetah III;Super_Speed;0,5;16
173;Cheetah III;Animal_Oriented_Powers;0,5;16
173;Cheetah III;Enhanced_Senses;0,5;16
173;Cheetah III;Jump;0,5;16
173;Cheetah III;Shapeshifting;5,0;16
173;Cheetah III;Reflexes;0,5;16
173;Cheetah III;Enhanced_Hearing;0,5;16
173;Cheetah III;Animal_Control;2,5;16
173;Cheetah III;Enhanced_Sight;0,5;16
173;Cheetah III;Enhanced_Smell;0,5;16
173;Cheetah III;Vision_Night;0,5;16
176;Citizen Steel;Agility;0,5;3,5
176;Citizen Steel;Durability;0,5;3,5
176;Citizen Steel;Super_Strength;0,5;3,5
176;Citizen Steel;Super_Speed;0,5;3,5
176;Citizen Steel;Jump;0,5;3,5
176;Citizen Steel;Reflexes;0,5;3,5
176;Citizen Steel;Natural_Armor;0,5;3,5
179;Cloak;Dimensional_Awareness;0,5;35
179;Cloak;Darkforce_Manipulation;20,0;35
179;Cloak;Teleportation;12,5;35
179;Cloak;Force_Fields;1,5;35
179;Cloak;Intangibility;0,5;35
184;Colossus;Cold_Resistance;2,0;12
184;Colossus;Durability;0,5;12
184;Colossus;Super_Strength;0,5;12
184;Colossus;Stamina;0,5;12
184;Colossus;Super_Speed;0,5;12
184;Colossus;Invulnerability;5,0;12
184;Colossus;Self_Sustenance;0,5;12
184;Colossus;Natural_Armor;0,5;12
184;Colossus;Heat_Resistance;2,0;12
185;Copycat;Stealth;1,0;14
185;Copycat;Weapons_Master;2,5;14
185;Copycat;Shapeshifting;5,0;14
185;Copycat;Camouflage;0,5;14
185;Copycat;Power_Absorption;5,0;14
187;Cottonmouth;Super_Strength;0,5;0,5
188;Crimson Crusader;Flight;0,5;4,5
188;Crimson Crusader;Longevity;1,0;4,5
188;Crimson Crusader;Force_Fields;1,5;4,5
188;Crimson Crusader;Gravity_Control;1,5;4,5
189;Crimson Dynamo;Durability;0,5;2
189;Crimson Dynamo;Flight;0,5;2
189;Crimson Dynamo;Super_Strength;0,5;2
189;Crimson Dynamo;Energy_Blasts;0,5;2
190;Crystal;Super_Strength;0,5;6
190;Crystal;Stamina;0,5;6
190;Crystal;Super_Speed;0,5;6
190;Crystal;Element_Control;0,5;6
190;Crystal;Fire_Control;2,5;6
190;Crystal;Reflexes;0,5;6
190;Crystal;Water_Control;0,5;6
190;Crystal;Wind_Control;0,5;6
193;Cyborg;Durability;0,5;11
193;Cyborg;Flight;0,5;11
193;Cyborg;Super_Strength;0,5;11
193;Cyborg;Stamina;0,5;11
193;Cyborg;Super_Speed;0,5;11
193;Cyborg;Weapon_based_Powers;0,5;11
193;Cyborg;Enhanced_Senses;0,5;11
193;Cyborg;Technopath_Cyberpath;1,0;11
193;Cyborg;Enhanced_Hearing;0,5;11
193;Cyborg;Natural_Armor;0,5;11
193;Cyborg;Power_Suit;5,0;11
193;Cyborg;Vision_Thermal;0,5;11
194;Cyborg Superman;Durability;0,5;69
194;Cyborg Superman;Energy_Absorption;2,5;69
194;Cyborg Superman;Flight;0,5;69
194;Cyborg Superman;Super_Strength;0,5;69
194;Cyborg Superman;Stamina;0,5;69
194;Cyborg Superman;Super_Speed;0,5;69
194;Cyborg Superman;Immortality;25,0;69
194;Cyborg Superman;Invulnerability;5,0;69
194;Cyborg Superman;Energy_Constructs;2,5;69
194;Cyborg Superman;Technopath_Cyberpath;1,0;69
194;Cyborg Superman;Enhanced_Hearing;0,5;69
194;Cyborg Superman;Molecular_Manipulation;7,5;69
194;Cyborg Superman;Energy_Manipulation;0,5;69
194;Cyborg Superman;Vision_Telescopic;0,5;69
194;Cyborg Superman;Vision_Microscopic;0,5;69
194;Cyborg Superman;Vision_Night;0,5;69
194;Cyborg Superman;Vision_Heat;2,5;69
194;Cyborg Superman;Qwardian_Power_Ring;17,5;69
194;Cyborg Superman;Vision_X_Ray;0,5;69
195;Cyclops;Agility;0,5;5,5
195;Cyclops;Energy_Absorption;2,5;5,5
195;Cyclops;Marksmanship;0,5;5,5
195;Cyclops;Intelligence;0,5;5,5
195;Cyclops;Energy_Blasts;0,5;5,5
195;Cyclops;Energy_Beams;0,5;5,5
195;Cyclops;Energy_Resistance;0,5;5,5
197;Dagger;Energy_Blasts;0,5;1,5
197;Dagger;Light_Control;0,5;1,5
197;Dagger;Natural_Weapons;0,5;1,5
200;Daredevil;Agility;0,5;16
200;Daredevil;Stealth;1,0;16
200;Daredevil;Marksmanship;0,5;16
200;Daredevil;Weapons_Master;2,5;16
200;Daredevil;Intelligence;0,5;16
200;Daredevil;Telepathy;5,0;16
200;Daredevil;Stamina;0,5;16
200;Daredevil;Enhanced_Senses;0,5;16
200;Daredevil;Reflexes;0,5;16
200;Daredevil;Enhanced_Hearing;0,5;16
200;Daredevil;Echolocation;0,5;16
200;Daredevil;Enhanced_Smell;0,5;16
200;Daredevil;Enhanced_Touch;0,5;16
200;Daredevil;Radar_Sense;2,5;16
201;Darkhawk;Durability;0,5;9,5
201;Darkhawk;Flight;0,5;9,5
201;Darkhawk;Energy_Blasts;0,5;9,5
201;Darkhawk;Weapon_based_Powers;0,5;9,5
201;Darkhawk;Force_Fields;1,5;9,5
201;Darkhawk;Power_Suit;5,0;9,5
201;Darkhawk;Vision_Telescopic;0,5;9,5
201;Darkhawk;Vision_Infrared;0,5;9,5
203;Darkseid;Agility;0,5;102
203;Darkseid;Accelerated_Healing;5,0;102
203;Darkseid;Dimensional_Awareness;0,5;102
203;Darkseid;Flight;0,5;102
203;Darkseid;Marksmanship;0,5;102
203;Darkseid;Intelligence;0,5;102
203;Darkseid;Super_Strength;0,5;102
203;Darkseid;Telepathy;5,0;102
203;Darkseid;Energy_Blasts;0,5;102
203;Darkseid;Size_Changing;1,0;102
203;Darkseid;Stamina;0,5;102
203;Darkseid;Super_Speed;0,5;102
203;Darkseid;Teleportation;12,5;102
203;Darkseid;Telekinesis;1,0;102
203;Darkseid;Energy_Beams;0,5;102
203;Darkseid;Dimensional_Travel;5,0;102
203;Darkseid;Immortality;25,0;102
203;Darkseid;Astral_Projection;1,5;102
203;Darkseid;Reflexes;0,5;102
203;Darkseid;Invulnerability;5,0;102
203;Darkseid;Force_Fields;1,5;102
203;Darkseid;Psionic_Powers;0,5;102
203;Darkseid;Mind_Control;7,5;102
203;Darkseid;Molecular_Manipulation;7,5;102
203;Darkseid;Levitation;0,5;102
203;Darkseid;Energy_Manipulation;0,5;102
203;Darkseid;Toxin_and_Disease_Resistance;2,5;102
203;Darkseid;Resurrection;15,0;102
205;Darkstar;Flight;0,5;16,5
205;Darkstar;Energy_Blasts;0,5;16,5
205;Darkstar;Teleportation;12,5;16,5
205;Darkstar;Energy_Constructs;2,5;16,5
205;Darkstar;Energy_Manipulation;0,5;16,5
210;Dazzler;Agility;0,5;27
210;Dazzler;Energy_Absorption;2,5;27
210;Dazzler;Marksmanship;0,5;27
210;Dazzler;Energy_Blasts;0,5;27
210;Dazzler;Stamina;0,5;27
210;Dazzler;Audio_Control;0,5;27
210;Dazzler;Energy_Beams;0,5;27
210;Dazzler;Energy_Constructs;2,5;27
210;Dazzler;Force_Fields;1,5;27
210;Dazzler;Heat_Generation;0,5;27
